Approved symbol	Ensembl ID(supplied by Ensembl)
RNU6-453P	ENSG00000252628
RNU6-454P	ENSG00000201162
RNU6-455P	ENSG00000207412
RNU6-456P	ENSG00000207222
RNU6-457P	ENSG00000200869
RNU6-458P	ENSG00000206906
RNU6-460P	ENSG00000212460
RNU6-461P	ENSG00000201065
RNU6-462P	ENSG00000199529
RNU6-463P	ENSG00000207068
RNU6-464P	ENSG00000253026
RNU6-465P	ENSG00000207149
RNU6-466P	ENSG00000212526
RNU6-467P	ENSG00000276577
RNU6-468P	ENSG00000206730
RNU6-469P	ENSG00000252062
RNU6-470P	ENSG00000251763
RNU6-471P	ENSG00000206671
RNU6-472P	ENSG00000207026
RNU6-473P	ENSG00000251973
RNU6-474P	ENSG00000206970
RNU6-475P	ENSG00000251882
RNU6-476P	ENSG00000207457
RNU6-477P	ENSG00000206614
RNU6-478P	ENSG00000200774
RNU6-479P	ENSG00000252157
RNU6-480P	ENSG00000207060
RNU6-481P	ENSG00000206921
RNU6-482P	ENSG00000212370
RNU6-483P	ENSG00000206815
RNU6-484P	ENSG00000206743
RNU6-485P	ENSG00000200345
RNU6-486P	ENSG00000199986
RNU6-487P	ENSG00000202300
RNU6-488P	ENSG00000251727
RNU6-489P	ENSG00000277341
RNU6-490P	ENSG00000199855
RNU6-491P	ENSG00000251908
RNU6-492P	ENSG00000199905
RNU6-493P	ENSG00000212623
RNU6-494P	ENSG00000253063
RNU6-495P	ENSG00000199865
RNU6-496P	ENSG00000251954
RNU6-497P	ENSG00000202186
RNU6-498P	ENSG00000238478
RNU6-499P	ENSG00000202485
RNU6-500P	ENSG00000199219
RNU6-501P	ENSG00000200942
RNU6-502P	ENSG00000199289
RNU6-503P	ENSG00000252338
RNU6-504P	ENSG00000252377
RNU6-505P	ENSG00000207156
RNU6-506P	ENSG00000252362
RNU6-507P	ENSG00000251854
RNU6-508P	ENSG00000200101
RNU6-509P	ENSG00000200389
RNU6-510P	ENSG00000212541
RNU6-511P	ENSG00000200366
RNU6-512P	ENSG00000201308
RNU6-513P	ENSG00000251913
RNU6-514P	ENSG00000206935
RNU6-516P	ENSG00000223313
RNU6-517P	ENSG00000207090
RNU6-518P	ENSG00000251865
RNU6-519P	ENSG00000222522
RNU6-520P	ENSG00000207448
RNU6-521P	ENSG00000252472
RNU6-522P	ENSG00000201367
RNU6-523P	ENSG00000252113
RNU6-524P	ENSG00000206997
RNU6-525P	ENSG00000200555
RNU6-526P	ENSG00000201815
RNU6-527P	ENSG00000200295
RNU6-528P	ENSG00000252735
RNU6-529P	ENSG00000200253
RNU6-530P	ENSG00000212482
RNU6-531P	ENSG00000252503
RNU6-532P	ENSG00000207045
RNU6-533P	ENSG00000206871
RNU6-534P	ENSG00000201747
RNU6-535P	ENSG00000207453
RNU6-536P	ENSG00000200254
RNU6-537P	ENSG00000253086
RNU6-538P	ENSG00000275030
RNU6-539P	ENSG00000252474
RNU6-540P	ENSG00000207352
RNU6-541P	ENSG00000207440
RNU6-542P	ENSG00000252214
RNU6-543P	ENSG00000199446
RNU6-544P	ENSG00000200146
RNU6-545P	ENSG00000199551
RNU6-546P	ENSG00000206718
RNU6-547P	ENSG00000252082
RNU6-548P	ENSG00000252892
RNU6-549P	ENSG00000207162
RNU6-550P	ENSG00000212359
RNU6-551P	ENSG00000252470
RNU6-552P	ENSG00000199739
RNU6-553P	ENSG00000200917
RNU6-554P	ENSG00000222398
RNU6-555P	ENSG00000207515
RNU6-556P	ENSG00000199468
RNU6-557P	ENSG00000252651
RNU6-558P	ENSG00000201382
RNU6-559P	ENSG00000251960
RNU6-560P	ENSG00000200877
RNU6-561P	ENSG00000252031
RNU6-562P	ENSG00000199601
RNU6-563P	ENSG00000201742
RNU6-564P	ENSG00000222915
RNU6-565P	ENSG00000222869
RNU6-566P	ENSG00000252599
RNU6-567P	ENSG00000252555
RNU6-570P	ENSG00000252860
RNU6-571P	ENSG00000206855
RNU6-572P	ENSG00000252533
RNU6-573P	ENSG00000206665
RNU6-574P	ENSG00000206992
RNU6-575P	ENSG00000223258
RNU6-576P	ENSG00000212156
RNU6-577P	ENSG00000252756
RNU6-578P	ENSG00000212282
RNU6-579P	ENSG00000252688
RNU6-580P	ENSG00000202029
RNU6-581P	ENSG00000252023
RNU6-582P	ENSG00000199859
RNU6-583P	ENSG00000251821
RNU6-584P	ENSG00000222282
RNU6-586P	ENSG00000253074
RNU6-587P	ENSG00000212584
RNU6-588P	ENSG00000222213
RNU6-589P	ENSG00000252294
RNU6-590P	ENSG00000201909
RNU6-591P	ENSG00000207122
RNU6-592P	ENSG00000223265
RNU6-593P	ENSG00000201586
RNU6-595P	ENSG00000200814
RNU6-596P	ENSG00000202265
RNU6-597P	ENSG00000202490
RNU6-598P	ENSG00000200887
RNU6-599P	ENSG00000238529
RNU6-600P	ENSG00000199394
RNU6-601P	ENSG00000207270
RNU6-602P	ENSG00000223087
RNU6-603P	ENSG00000223335
RNU6-604P	ENSG00000212219
RNU6-605P	ENSG00000199963
RNU6-606P	ENSG00000207452
RNU6-607P	ENSG00000223215
RNU6-608P	ENSG00000206654
RNU6-609P	ENSG00000202329
RNU6-610P	ENSG00000206991
RNU6-611P	ENSG00000207003
RNU6-612P	ENSG00000252718
RNU6-613P	ENSG00000222344
RNU6-614P	ENSG00000207097
RNU6-615P	ENSG00000251874
RNU6-616P	ENSG00000207081
RNU6-617P	ENSG00000251956
RNU6-618P	ENSG00000200388
RNU6-619P	ENSG00000202016
RNU6-620P	ENSG00000206744
RNU6-621P	ENSG00000201622
RNU6-622P	ENSG00000206999
RNU6-623P	ENSG00000200013
RNU6-624P	ENSG00000200281
RNU6-625P	ENSG00000238658
RNU6-626P	ENSG00000200224
RNU6-627P	ENSG00000200902
RNU6-628P	ENSG00000222607
RNU6-629P	ENSG00000206788
RNU6-630P	ENSG00000212560
RNU6-631P	ENSG00000200790
RNU6-632P	ENSG00000251711
RNU6-633P	ENSG00000199482
RNU6-634P	ENSG00000239189
RNU6-635P	ENSG00000252460
RNU6-636P	ENSG00000207328
RNU6-637P	ENSG00000206777
RNU6-638P	ENSG00000252391
RNU6-639P	ENSG00000206801
RNU6-640P	ENSG00000200563
RNU6-641P	ENSG00000206733
RNU6-642P	ENSG00000200029
RNU6-643P	ENSG00000206745
RNU6-644P	ENSG00000212457
RNU6-645P	ENSG00000201519
RNU6-646P	ENSG00000201441
RNU6-647P	ENSG00000201113
RNU6-648P	ENSG00000222122
RNU6-649P	ENSG00000207192
RNU6-650P	ENSG00000202528
RNU6-651P	ENSG00000222972
RNU6-652P	ENSG00000202358
RNU6-653P	ENSG00000199944
RNU6-654P	ENSG00000201243
RNU6-655P	ENSG00000199728
RNU6-656P	ENSG00000252594
RNU6-657P	ENSG00000206631
RNU6-658P	ENSG00000207336
RNU6-659P	ENSG00000252263
RNU6-660P	ENSG00000201436
RNU6-661P	ENSG00000199279
RNU6-662P	ENSG00000206980
RNU6-663P	ENSG00000212407
RNU6-664P	ENSG00000199251
RNU6-665P	ENSG00000207369
RNU6-666P	ENSG00000200369
RNU6-667P	ENSG00000252995
RNU6-668P	ENSG00000201050
RNU6-669P	ENSG00000202445
RNU6-670P	ENSG00000201182
RNU6-672P	ENSG00000206638
RNU6-673P	ENSG00000201954
RNU6-674P	ENSG00000200701
RNU6-675P	ENSG00000206963
RNU6-677P	ENSG00000252723
RNU6-678P	ENSG00000252641
RNU6-679P	ENSG00000212305
RNU6-680P	ENSG00000207333
RNU6-681P	ENSG00000200882
RNU6-682P	ENSG00000200713
RNU6-684P	ENSG00000222761
RNU6-685P	ENSG00000252897
RNU6-686P	ENSG00000201709
RNU6-687P	ENSG00000252252
RNU6-689P	ENSG00000206924
RNU6-690P	ENSG00000202112
RNU6-692P	ENSG00000207225
RNU6-693P	ENSG00000251943
RNU6-694P	ENSG00000200941
RNU6-695P	ENSG00000212459
RNU6-696P	ENSG00000212136
RNU6-697P	ENSG00000200218
RNU6-698P	ENSG00000200393
RNU6-699P	ENSG00000252890
RNU6-700P	ENSG00000212345
RNU6-701P	ENSG00000206786
RNU6-702P	ENSG00000201852
RNU6-703P	ENSG00000252755
RNU6-704P	ENSG00000201032
RNU6-705P	ENSG00000222533
RNU6-706P	ENSG00000253038
RNU6-707P	ENSG00000201517
RNU6-708P	ENSG00000206944
RNU6-709P	ENSG00000253066
RNU6-710P	ENSG00000222356
RNU6-711P	ENSG00000253064
RNU6-712P	ENSG00000222490
RNU6-713P	ENSG00000207492
RNU6-714P	ENSG00000252772
RNU6-715P	ENSG00000202074
RNU6-716P	ENSG00000202491
RNU6-717P	ENSG00000239190
RNU6-718P	ENSG00000251975
RNU6-719P	ENSG00000252480
RNU6-720P	ENSG00000252172
RNU6-721P	ENSG00000222087
RNU6-722P	ENSG00000223309
RNU6-723P	ENSG00000206700
RNU6-724P	ENSG00000212260
RNU6-725P	ENSG00000252371
RNU6-726P	ENSG00000201550
RNU6-727P	ENSG00000200462
RNU6-728P	ENSG00000202245
RNU6-729P	ENSG00000207128
RNU6-730P	ENSG00000206681
RNU6-731P	ENSG00000253022
RNU6-732P	ENSG00000251842
RNU6-733P	ENSG00000222691
RNU6-735P	ENSG00000222544
RNU6-737P	ENSG00000202240
RNU6-738P	ENSG00000207261
RNU6-739P	ENSG00000212340
RNU6-740P	ENSG00000201604
RNU6-741P	ENSG00000206616
RNU6-742P	ENSG00000202159
RNU6-743P	ENSG00000201021
RNU6-744P	ENSG00000202427
RNU6-745P	ENSG00000200216
RNU6-746P	ENSG00000206839
RNU6-747P	ENSG00000212230
RNU6-748P	ENSG00000207378
RNU6-749P	ENSG00000238489
RNU6-750P	ENSG00000212248
RNU6-751P	ENSG00000252191
RNU6-752P	ENSG00000252185
RNU6-753P	ENSG00000200796
RNU6-754P	ENSG00000212468
RNU6-755P	ENSG00000201270
RNU6-756P	ENSG00000206724
RNU6-757P	ENSG00000222266
RNU6-758P	ENSG00000252101
RNU6-759P	ENSG00000252549
RNU6-760P	ENSG00000251887
RNU6-761P	ENSG00000206875
RNU6-762P	ENSG00000252916
RNU6-763P	ENSG00000212167
RNU6-764P	ENSG00000252205
RNU6-765P	ENSG00000252725
RNU6-766P	ENSG00000199348
RNU6-767P	ENSG00000206859
RNU6-768P	ENSG00000207414
RNU6-769P	ENSG00000207136
RNU6-770P	ENSG00000200799
RNU6-771P	ENSG00000207511
RNU6-772P	ENSG00000251851
RNU6-774P	ENSG00000200108
RNU6-775P	ENSG00000238619
RNU6-776P	ENSG00000201273
RNU6-777P	ENSG00000201135
RNU6-778P	ENSG00000200139
RNU6-780P	ENSG00000212332
RNU6-781P	ENSG00000252186
RNU6-782P	ENSG00000252661
RNU6-783P	ENSG00000252519
RNU6-784P	ENSG00000207058
RNU6-785P	ENSG00000223256
RNU6-786P	ENSG00000252658
RNU6-787P	ENSG00000206759
RNU6-788P	ENSG00000212269
RNU6-789P	ENSG00000252914
RNU6-790P	ENSG00000207208
RNU6-791P	ENSG00000222399
RNU6-792P	ENSG00000200360
RNU6-793P	ENSG00000206960
RNU6-794P	ENSG00000253070
RNU6-795P	ENSG00000252132
RNU6-796P	ENSG00000212388
RNU6-797P	ENSG00000199971
RNU6-798P	ENSG00000252721
RNU6-799P	ENSG00000200437
RNU6-800P	ENSG00000207202
RNU6-801P	ENSG00000200957
RNU6-803P	ENSG00000251843
RNU6-804P	ENSG00000207013
RNU6-805P	ENSG00000202513
RNU6-806P	ENSG00000202017
RNU6-807P	ENSG00000252614
RNU6-808P	ENSG00000212535
RNU6-809P	ENSG00000207190
RNU6-810P	ENSG00000200871
RNU6-811P	ENSG00000206796
RNU6-812P	ENSG00000200048
RNU6-813P	ENSG00000207422
RNU6-815P	ENSG00000206807
RNU6-816P	ENSG00000212216
RNU6-817P	ENSG00000212385
RNU6-818P	ENSG00000201707
RNU6-819P	ENSG00000200986
RNU6-820P	ENSG00000207000
RNU6-821P	ENSG00000212297
RNU6-822P	ENSG00000199577
RNU6-823P	ENSG00000212344
RNU6-824P	ENSG00000200594
RNU6-826P	ENSG00000252636
RNU6-827P	ENSG00000202423
RNU6-828P	ENSG00000201746
RNU6-829P	ENSG00000200570
RNU6-830P	ENSG00000252162
RNU6-831P	ENSG00000207278
RNU6-832P	ENSG00000200189
RNU6-833P	ENSG00000200356
RNU6-834P	ENSG00000199237
RNU6-835P	ENSG00000252783
RNU6-836P	ENSG00000199790
RNU6-837P	ENSG00000212358
RNU6-838P	ENSG00000200269
RNU6-839P	ENSG00000200217
RNU6-840P	ENSG00000253084
RNU6-841P	ENSG00000206599
RNU6-842P	ENSG00000206996
RNU6-843P	ENSG00000207183
RNU6-844P	ENSG00000252984
RNU6-845P	ENSG00000199448
RNU6-847P	ENSG00000223047
RNU6-848P	ENSG00000251757
RNU6-849P	ENSG00000206818
RNU6-850P	ENSG00000252743
RNU6-851P	ENSG00000207295
RNU6-853P	ENSG00000201176
RNU6-854P	ENSG00000200906
RNU6-855P	ENSG00000222327
RNU6-856P	ENSG00000252768
RNU6-857P	ENSG00000251702
RNU6-858P	ENSG00000199306
RNU6-859P	ENSG00000199598
RNU6-860P	ENSG00000222792
RNU6-861P	ENSG00000252554
RNU6-862P	ENSG00000199674
RNU6-863P	ENSG00000251798
RNU6-864P	ENSG00000252065
RNU6-865P	ENSG00000201642
RNU6-866P	ENSG00000274607
RNU6-867P	ENSG00000201826
RNU6-869P	ENSG00000207138
RNU6-871P	ENSG00000251931
RNU6-873P	ENSG00000200703
RNU6-874P	ENSG00000199260
RNU6-875P	ENSG00000252297
RNU6-876P	ENSG00000212597
RNU6-877P	ENSG00000206595
RNU6-878P	ENSG00000207308
RNU6-879P	ENSG00000201198
RNU6-880P	ENSG00000207256
RNU6-881P	ENSG00000252622
RNU6-882P	ENSG00000212327
RNU6-883P	ENSG00000207327
RNU6-884P	ENSG00000200759
RNU6-885P	ENSG00000252416
RNU6-886P	ENSG00000207046
RNU6-887P	ENSG00000222592
RNU6-888P	ENSG00000199880
RNU6-889P	ENSG00000252998
RNU6-890P	ENSG00000206848
RNU6-891P	ENSG00000207007
RNU6-892P	ENSG00000222267
RNU6-893P	ENSG00000238444
RNU6-894P	ENSG00000252903
RNU6-895P	ENSG00000206852
RNU6-896P	ENSG00000199246
RNU6-897P	ENSG00000252944
RNU6-898P	ENSG00000202497
RNU6-899P	ENSG00000200817
RNU6-900P	ENSG00000207227
RNU6-901P	ENSG00000207323
RNU6-902P	ENSG00000253021
RNU6-903P	ENSG00000212572
RNU6-904P	ENSG00000252015
RNU6-905P	ENSG00000207163
RNU6-906P	ENSG00000207431
RNU6-907P	ENSG00000212226
RNU6-908P	ENSG00000222092
RNU6-909P	ENSG00000252867
RNU6-910P	ENSG00000212146
RNU6-911P	ENSG00000252332
RNU6-912P	ENSG00000200670
RNU6-913P	ENSG00000212215
RNU6-914P	ENSG00000252558
RNU6-915P	ENSG00000201813
RNU6-916P	ENSG00000251897
RNU6-917P	ENSG00000252103
RNU6-918P	ENSG00000212521
RNU6-919P	ENSG00000252540
RNU6-920P	ENSG00000222858
RNU6-921P	ENSG00000207089
RNU6-922P	ENSG00000252562
RNU6-923P	ENSG00000201623
RNU6-924P	ENSG00000199796
RNU6-925P	ENSG00000207359
RNU6-926P	ENSG00000206802
RNU6-927P	ENSG00000252008
RNU6-928P	ENSG00000252685
RNU6-929P	ENSG00000207158
RNU6-930P	ENSG00000212240
RNU6-931P	ENSG00000200720
RNU6-932P	ENSG00000212410
RNU6-933P	ENSG00000207153
RNU6-934P	ENSG00000202024
RNU6-935P	ENSG00000222303
RNU6-936P	ENSG00000206732
RNU6-937P	ENSG00000207053
RNU6-938P	ENSG00000223217
RNU6-939P	ENSG00000207364
RNU6-940P	ENSG00000200303
RNU6-941P	ENSG00000252155
RNU6-942P	ENSG00000199872
RNU6-943P	ENSG00000252769
RNU6-944P	ENSG00000200893
RNU6-945P	ENSG00000206674
RNU6-946P	ENSG00000206605
RNU6-947P	ENSG00000252073
RNU6-948P	ENSG00000252183
RNU6-949P	ENSG00000206767
RNU6-950P	ENSG00000207381
RNU6-951P	ENSG00000199603
RNU6-952P	ENSG00000212466
RNU6-953P	ENSG00000238941
RNU6-954P	ENSG00000223287
RNU6-955P	ENSG00000222429
RNU6-956P	ENSG00000239030
RNU6-957P	ENSG00000200522
RNU6-958P	ENSG00000252804
RNU6-959P	ENSG00000207402
RNU6-960P	ENSG00000200926
RNU6-961P	ENSG00000200763
RNU6-964P	ENSG00000252333
RNU6-965P	ENSG00000252530
RNU6-966P	ENSG00000252288
RNU6-967P	ENSG00000201894
RNU6-968P	ENSG00000206803
RNU6-969P	ENSG00000206627
RNU6-970P	ENSG00000252121
RNU6-971P	ENSG00000252729
RNU6-972P	ENSG00000212510
RNU6-973P	ENSG00000201560
RNU6-974P	ENSG00000206826
RNU6-975P	ENSG00000207023
RNU6-976P	ENSG00000251895
RNU6-977P	ENSG00000252220
RNU6-978P	ENSG00000201241
RNU6-979P	ENSG00000206623
RNU6-980P	ENSG00000252734
RNU6-982P	ENSG00000252025
RNU6-983P	ENSG00000251813
RNU6-984P	ENSG00000200106
RNU6-985P	ENSG00000222114
RNU6-986P	ENSG00000200003
RNU6-987P	ENSG00000207490
RNU6-988P	ENSG00000253437
RNU6-989P	ENSG00000199626
RNU6-990P	ENSG00000201255
RNU6-991P	ENSG00000251977
RNU6-992P	ENSG00000200213
RNU6-993P	ENSG00000252962
RNU6-994P	ENSG00000222439
RNU6-995P	ENSG00000212546
RNU6-996P	ENSG00000202308
RNU6-997P	ENSG00000207456
RNU6-998P	ENSG00000251703
RNU6-999P	ENSG00000251754
RNU6-1000P	ENSG00000212368
RNU6-1001P	ENSG00000223197
RNU6-1003P	ENSG00000252908
RNU6-1004P	ENSG00000252393
RNU6-1005P	ENSG00000207248
RNU6-1006P	ENSG00000252807
RNU6-1007P	ENSG00000252395
RNU6-1008P	ENSG00000206887
RNU6-1009P	ENSG00000212298
RNU6-1010P	ENSG00000199627
RNU6-1011P	ENSG00000207399
RNU6-1012P	ENSG00000252415
RNU6-1013P	ENSG00000206907
RNU6-1014P	ENSG00000238456
RNU6-1015P	ENSG00000252930
RNU6-1016P	ENSG00000252498
RNU6-1017P	ENSG00000200483
RNU6-1018P	ENSG00000252386
RNU6-1019P	ENSG00000201294
RNU6-1020P	ENSG00000200554
RNU6-1021P	ENSG00000200132
RNU6-1022P	ENSG00000201919
RNU6-1023P	ENSG00000251946
RNU6-1024P	ENSG00000206926
RNU6-1025P	ENSG00000222561
RNU6-1026P	ENSG00000207194
RNU6-1027P	ENSG00000206725
RNU6-1028P	ENSG00000252973
RNU6-1029P	ENSG00000206836
RNU6-1031P	ENSG00000207504
RNU6-1032P	ENSG00000206827
RNU6-1034P	ENSG00000202205
RNU6-1035P	ENSG00000207206
RNU6-1036P	ENSG00000206686
RNU6-1037P	ENSG00000238680
RNU6-1038P	ENSG00000252325
RNU6-1039P	ENSG00000206658
RNU6-1040P	ENSG00000206701
RNU6-1041P	ENSG00000252063
RNU6-1042P	ENSG00000206931
RNU6-1043P	ENSG00000222287
RNU6-1044P	ENSG00000207486
RNU6-1045P	ENSG00000252130
RNU6-1046P	ENSG00000252347
RNU6-1047P	ENSG00000201288
RNU6-1048P	ENSG00000200924
RNU6-1049P	ENSG00000252223
RNU6-1050P	ENSG00000222320
RNU6-1051P	ENSG00000202341
RNU6-1052P	ENSG00000223330
RNU6-1053P	ENSG00000251739
RNU6-1054P	ENSG00000223225
RNU6-1055P	ENSG00000212387
RNU6-1056P	ENSG00000206723
RNU6-1057P	ENSG00000252971
RNU6-1059P	ENSG00000200622
RNU6-1060P	ENSG00000207394
RNU6-1061P	ENSG00000252339
RNU6-1062P	ENSG00000206635
RNU6-1064P	ENSG00000222558
RNU6-1065P	ENSG00000207242
RNU6-1066P	ENSG00000200443
RNU6-1067P	ENSG00000207483
RNU6-1068P	ENSG00000222890
RNU6-1069P	ENSG00000252421
RNU6-1071P	ENSG00000201789
RNU6-1072P	ENSG00000207434
RNU6-1073P	ENSG00000252991
RNU6-1074P	ENSG00000206722
RNU6-1075P	ENSG00000201260
RNU6-1076P	ENSG00000222329
RNU6-1077P	ENSG00000222438
RNU6-1078P	ENSG00000201392
RNU6-1079P	ENSG00000199731
RNU6-1080P	ENSG00000206709
RNU6-1081P	ENSG00000207267
RNU6-1082P	ENSG00000201444
RNU6-1083P	ENSG00000206749
RNU6-1084P	ENSG00000199368
RNU6-1085P	ENSG00000200446
RNU6-1086P	ENSG00000222862
RNU6-1087P	ENSG00000252411
RNU6-1088P	ENSG00000252659
RNU6-1089P	ENSG00000252282
RNU6-1090P	ENSG00000200935
RNU6-1091P	ENSG00000200815
RNU6-1092P	ENSG00000252764
RNU6-1093P	ENSG00000212496
RNU6-1094P	ENSG00000199286
RNU6-1095P	ENSG00000251957
RNU6-1096P	ENSG00000252898
RNU6-1097P	ENSG00000200456
RNU6-1098P	ENSG00000252581
RNU6-1099P	ENSG00000200403
RNU6-1100P	ENSG00000222623
RNU6-1101P	ENSG00000252053
RNU6-1102P	ENSG00000251958
RNU6-1103P	ENSG00000206877
RNU6-1104P	ENSG00000207454
RNU6-1105P	ENSG00000207505
RNU6-1106P	ENSG00000212147
RNU6-1107P	ENSG00000201687
RNU6-1108P	ENSG00000252117
RNU6-1109P	ENSG00000212489
RNU6-1110P	ENSG00000252271
RNU6-1111P	ENSG00000212420
RNU6-1112P	ENSG00000200455
RNU6-1113P	ENSG00000207076
RNU6-1114P	ENSG00000251831
RNU6-1115P	ENSG00000199360
RNU6-1116P	ENSG00000253078
RNU6-1117P	ENSG00000207255
RNU6-1118P	ENSG00000222314
RNU6-1119P	ENSG00000207077
RNU6-1120P	ENSG00000199858
RNU6-1121P	ENSG00000252611
RNU6-1122P	ENSG00000207178
RNU6-1123P	ENSG00000199217
RNU6-1124P	ENSG00000206896
RNU6-1125P	ENSG00000200471
RNU6-1126P	ENSG00000206729
RNU6-1127P	ENSG00000207310
RNU6-1128P	ENSG00000199695
RNU6-1129P	ENSG00000251773
RNU6-1130P	ENSG00000202304
RNU6-1131P	ENSG00000201825
RNU6-1132P	ENSG00000239108
RNU6-1133P	ENSG00000222895
RNU6-1134P	ENSG00000202026
RNU6-1135P	ENSG00000223015
RNU6-1136P	ENSG00000252643
RNU6-1137P	ENSG00000252882
RNU6-1138P	ENSG00000202229
RNU6-1139P	
RNU6-1140P	ENSG00000222449
RNU6-1141P	ENSG00000201390
RNU6-1143P	ENSG00000251934
RNU6-1144P	ENSG00000206974
RNU6-1145P	ENSG00000206973
RNU6-1146P	ENSG00000252091
RNU6-1147P	ENSG00000200250
RNU6-1148P	ENSG00000222924
RNU6-1149P	ENSG00000252619
RNU6-1150P	ENSG00000252606
RNU6-1151P	ENSG00000207415
RNU6-1152P	ENSG00000207306
RNU6-1153P	ENSG00000252569
RNU6-1154P	ENSG00000212303
RNU6-1155P	ENSG00000200424
RNU6-1156P	ENSG00000222297
RNU6-1157P	ENSG00000207185
RNU6-1158P	ENSG00000212469
RNU6-1159P	ENSG00000199803
RNU6-1160P	ENSG00000207276
RNU6-1161P	ENSG00000251985
RNU6-1162P	ENSG00000207172
RNU6-1163P	ENSG00000201386
RNU6-1164P	ENSG00000201298
RNU6-1165P	ENSG00000222051
RNU6-1167P	ENSG00000200097
RNU6-1168P	ENSG00000212133
RNU6-1169P	ENSG00000200407
RNU6-1170P	ENSG00000251783
RNU6-1171P	ENSG00000252515
RNU6-1172P	ENSG00000202095
RNU6-1174P	ENSG00000253087
RNU6-1175P	ENSG00000202070
RNU6-1176P	ENSG00000212257
RNU6-1177P	ENSG00000212360
RNU6-1178P	ENSG00000252483
RNU6-1179P	ENSG00000207397
RNU6-1180P	ENSG00000201805
RNU6-1181P	ENSG00000206918
RNU6-1183P	ENSG00000252863
RNU6-1184P	ENSG00000207318
RNU6-1186P	ENSG00000222361
RNU6-1187P	ENSG00000201641
RNU6-1188P	ENSG00000200665
RNU6-1189P	ENSG00000206685
RNU6-1190P	ENSG00000222743
RNU6-1191P	ENSG00000252608
RNU6-1192P	ENSG00000277029
RNU6-1193P	ENSG00000238551
RNU6-1194P	ENSG00000252017
RNU6-1195P	ENSG00000207198
RNU6-1196P	ENSG00000252030
RNU6-1197P	ENSG00000212485
RNU6-1198P	ENSG00000252713
RNU6-1199P	ENSG00000223181
RNU6-1200P	ENSG00000206889
RNU6-1201P	ENSG00000206954
RNU6-1203P	ENSG00000222635
RNU6-1204P	ENSG00000200818
RNU6-1205P	ENSG00000200495
RNU6-1206P	ENSG00000252148
RNU6-1207P	ENSG00000207071
RNU6-1208P	ENSG00000238482
RNU6-1209P	ENSG00000200525
RNU6-1210P	ENSG00000200645
RNU6-1211P	ENSG00000238382
RNU6-1212P	ENSG00000252832
RNU6-1213P	ENSG00000252884
RNU6-1214P	ENSG00000200520
RNU6-1215P	ENSG00000207170
RNU6-1216P	ENSG00000199460
RNU6-1217P	ENSG00000223208
RNU6-1218P	ENSG00000239175
RNU6-1219P	ENSG00000251952
RNU6-1220P	ENSG00000252935
RNU6-1222P	ENSG00000207345
RNU6-1223P	ENSG00000252933
RNU6-1224P	ENSG00000252593
RNU6-1225P	ENSG00000252145
RNU6-1226P	ENSG00000207044
RNU6-1227P	ENSG00000206708
RNU6-1228P	ENSG00000212316
RNU6-1229P	ENSG00000201165
RNU6-1230P	ENSG00000207121
RNU6-1231P	ENSG00000252994
RNU6-1232P	ENSG00000252108
RNU6-1233P	ENSG00000199792
RNU6-1234P	ENSG00000252686
RNU6-1235P	ENSG00000207289
RNU6-1236P	ENSG00000252889
RNU6-1237P	ENSG00000207508
RNU6-1238P	ENSG00000253024
RNU6-1239P	ENSG00000212612
RNU6-1240P	ENSG00000202025
RNU6-1241P	ENSG00000207266
RNU6-1242P	ENSG00000212354
RNU6-1243P	ENSG00000200898
RNU6-1244P	ENSG00000200484
RNU6-1245P	ENSG00000223062
RNU6-1246P	ENSG00000212366
RNU6-1247P	ENSG00000252431
RNU6-1248P	ENSG00000212398
RNU6-1249P	ENSG00000200107
RNU6-1250P	ENSG00000212520
RNU6-1251P	ENSG00000201372
RNU6-1252P	ENSG00000199924
RNU6-1254P	ENSG00000212568
RNU6-1255P	ENSG00000200304
RNU6-1256P	ENSG00000252348
RNU6-1257P	ENSG00000207355
RNU6-1258P	ENSG00000252720
RNU6-1260P	ENSG00000199814
RNU6-1261P	ENSG00000253003
RNU6-1262P	ENSG00000252026
RNU6-1263P	ENSG00000207331
RNU6-1264P	ENSG00000206618
RNU6-1265P	ENSG00000252151
RNU6-1266P	ENSG00000199664
RNU6-1267P	ENSG00000222679
RNU6-1268P	ENSG00000212516
RNU6-1269P	ENSG00000212441
RNU6-1270P	ENSG00000252937
RNU6-1271P	ENSG00000252858
RNU6-1272P	ENSG00000199646
RNU6-1273P	ENSG00000199903
RNU6-1274P	ENSG00000207287
RNU6-1275P	ENSG00000212389
RNU6-1276P	ENSG00000202242
RNU6-1277P	ENSG00000201431
RNU6-1278P	ENSG00000251939
RNU6-1279P	ENSG00000206644
RNU6-1280P	ENSG00000202081
RNU6-1281P	ENSG00000252032
RNU6-1282P	ENSG00000252544
RNU6-1283P	ENSG00000202184
RNU6-1284P	ENSG00000200571
RNU6-1285P	ENSG00000200350
RNU6-1286P	ENSG00000206598
RNU6-1287P	ENSG00000199784
RNU6-1288P	ENSG00000251859
RNU6-1289P	ENSG00000207160
RNU6-1290P	ENSG00000199827
RNU6-1291P	ENSG00000252400
RNU6-1292P	ENSG00000206583
RNU6-1293P	ENSG00000206804
RNU6-1294P	ENSG00000251804
RNU6-1296P	ENSG00000206606
RNU6-1297P	ENSG00000207144
RNU6-1298P	ENSG00000199326
RNU6-1299P	ENSG00000252125
